Tecmo Super NBA Basketball;Tecmo;Mar-93
Teenage Mutant Ninja Turtles IV: Turtles in Time ;Konami;Aug-92
Teenage Mutant Ninja Turtles: Tournament Fighters ;Konami;Dec-93
Terminator 2: Judgment Day  ;LJN;Nov-93
"Terminator, The";Mindscape;Apr-93
Tetris & Dr. Mario;Nintendo;Dec-94
Tetris 2 ;Nintendo;Aug-94
Tetris Attack;Nintendo;Aug-96
Thomas the Tank Engine & Friends;THQ;Sep-93
Three Ninjas Kick Back;Sony Imagesoft;Nov-94
Thunder Spirits;Seika;Jun-92
"Tick, The";Fox Interactive;Dec-94
Time Cop;JVC;Apr-95
Time Slip;Vic Tokai;Nov-93
Time Trax;THQ;Apr-94
Timon & Pumbaa;THQ;Nov-97
Tin Star;Nintendo;Nov-94
Tiny Toon Adventures: Buster Busts Loose!;Konami;Feb-93
Tiny Toon Adventures: Wacky Sports Challenge ;Konami;Dec-94
TKO Super Championship Boxing;Sofel;Oct-92
TNN Bass Tournament of Champions;American Softworks;Nov-94
Tom and Jerry;Hi-Tech;Apr-93
Tommy Moe's Winter Extreme: Skiing & Snowboarding;Electro Brain;Jun-94
Tony Meola's Sidekick Soccer;Electro Brain;Nov-93
Top Gear;Majesco;Apr-92
Top Gear 3000;Kemco;Feb-95
Top Gear II ;Kemco;Sep-93
Total Carnage;Malibu Games;Nov-93
Toy Story;Nintendo;Dec-95
Toys: Let the Toy Wars begin!;Absolute;Apr-93
Troddlers;Seika;Oct-93
Troy Aikman NFL Football;Tradewest;Aug-94
True Golf Classics: Pebble Beach Golf Links ;T & E Soft;Apr-92
True Golf Classics: Waialae Country Club ;T & E Soft;Nov-91
True Golf: Wicked 18;Bullet Proof Software;Oct-93
True Lies;LJN;Feb-95
Tuff E Nuff;Jaleco;Sep-93
Turn and Burn: No-Fly Zone;Absolute;Feb-94
"Twisted Tales of Spike McFang, The";Bullet Proof Software;Jun-94
U.N. Squadron;Capcom;Sep-91
Ultima VII: The Black Gate;FCI;Nov-94
Ultima: Runes of Virtue II ;FCI;Nov-94
Ultima: The False Prophet ;FCI;Apr-94
Ultimate Fighter;Culture Brain;Jun-94
Ultimate Mortal Kombat 3;Midway;Oct-96
Ultraman: Towards the Future;Bandai;Oct-91
Uncharted Waters ;Koei;Jan-93
Uncharted Waters: New Horizons ;Koei;Oct-94
Uniracers;Nintendo;Dec-94
"Untouchables, The";Ocean;Aug-94
Urban Strike;Black Pearl Software;Nov-95
Utopia: The Creation of a Nation;Jaleco;Sep-93
Vegas Stakes;Nintendo;May-93
Vortex;Electro Brain;Sep-94
Wanderers From Ys III ;American Sammy;Jan-92
War 2410 ;Advanced Productions ;Dec-95
War 3010: The Revolution;Advanced Productions;Oct-96
Wario's Woods;Nintendo;Dec-94
Warlock;LJN;Mar-95
Warp Speed;Accolade;Dec-92
Wayne Gretzky and the NHLPA All-Stars;Time Warner;Dec-95
Wayne's World;THQ;Apr-93
WCW: Super Brawl Wrestling ;FCI;Nov-94
WeaponLord;Namco;Sep-95
We're Back!: A Dinosaur's Story;Hi-Tech;Nov-93
Wheel of Fortune Deluxe! ;Majesco;Apr-94
Wheel of Fortune: Featuring Vanna White;Gametek;Sep-92
Where in the World is Carmen Sandiego?;Hi-Tech;Jun-93
Where in Time is Carmen Sandiego?;Hi-Tech;May-93
Whizz;Titus;Nov-96
Wild C.A.T.S;Playmates;Nov-95
Wild Guns;Natsume;Jul-95
Wild Snake;Spectrum Holobyte;Sep-94
Williams Arcade's Greatest Hits;Midway;Oct-96
Wing Commander;Mindscape;Nov-92
Wing Commander: The Secret Missions ;Mindscape;Sep-93
Wings 2: Aces High;Namco;Oct-92
Winter Olympic Games: Lillehammer '94;US Gold;Feb-94
"Wizard of Oz, The";Seta;Oct-93
Wizardry V: Heart of the Maelstrom;Capcom;Apr-94
Wolf Child;Virgin Interactive;Jun-93
Wolfenstein 3-D;Imagineer;Mar-94
Wolverine: Adamantium Rage;LJN;Nov-94
Wordtris;Spectrum Holobyte;Nov-92
World Cup USA '94;US Gold;Jun-94
World Heroes;Sunsoft;Sep-93
World Heroes 2 ;Takara;Sep-94
World League Soccer;Mindscape;Apr-92
World Soccer '94: Road to Glory;Atlus Software;Dec-93
WWF Raw;LJN;Nov-94
WWF Royal Rumble;LJN;Jun-93
WWF Super Wrestlemania;LJN;Mar-92
WWF Wrestlemania: The Arcade;Majesco;Nov-95
Xardion;Asmik;Apr-92
X-Kaliber 2097;Activision;Feb-94
X-Men: Mutant Apocalypse;Majesco;Nov-94
X-Zone;Kemco;Nov-92
Yoshi's Cookie;Bullet Proof Software;Jun-93
Yoshi's Island: Super Mario World 2;Nintendo;Oct-95
Yoshi's Safari;Nintendo;Sep-93
Young Merlin ;Virgin Interactive;Mar-94
Zero: The Kamikaze Squirrel;Sunsoft;Nov-94
Zombies Ate My Neighbors;Konami;Sep-93
"Zool: Ninja of the ""Nth"" Dimension";Gametek;Jan-94
Zoop;Majesco;Jan-00
